accession,cds_id,start,end,strand,phrog_id,phrog_category,phrog_annot,method
MN939539.1,,95239,95631,,3844,"moron, auxiliary metabolic gene and host takeover",NrdA-like aerobic NDP reductase large subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,95841,96572,,314,"DNA, RNA and nucleotide metabolism",homing endonuclease,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,96888,97418,,3844,"moron, auxiliary metabolic gene and host takeover",NrdA-like aerobic NDP reductase large subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,97553,97422,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,97624,98655,,86,"DNA, RNA and nucleotide metabolism",ribonucleoside diphosphate reductase small subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,98652,99104,,883,"moron, auxiliary metabolic gene and host takeover",flavodoxin,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,99107,99403,,9820,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,99538,99738,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,99822,100121,,9691,"DNA, RNA and nucleotide metabolism",thioredoxin domain,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,100124,100261,,9795,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,100264,101451,,12487,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,101448,102362,,619,other,ribose-phosphate pyrophosphokinase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,102373,104157,,448,other,nicotinamide phosphoribosyl transferase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,104244,106712,,9253,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,106806,107594,,1054,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,107587,107901,,379,"DNA, RNA and nucleotide metabolism",DNA binding protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,107984,108820,,4008,"DNA, RNA and nucleotide metabolism",DNA polymerase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,108936,109433,,1035,"DNA, RNA and nucleotide metabolism",endonuclease VII,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,109557,109459,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,109659,111149,,17,"DNA, RNA and nucleotide metabolism",DNA polymerase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,111282,111971,,2081,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,112187,112077,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,112155,112814,,5995,"DNA, RNA and nucleotide metabolism",DNA polymerase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,112909,113385,,1069,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,113423,114571,,1867,"DNA, RNA and nucleotide metabolism",single strand DNA binding protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,114641,115885,,97,other,UvsX-like recombinase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,115947,116324,,1089,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,116324,116962,,1025,transcription regulation,RNA polymerase sigma factor,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,117021,117386,,263,lysis,holin,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,117404,118111,,215,head and packaging,structural protein with Ig domain,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,118219,118605,,9872,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,118602,119531,,1850,other,exopolyphosphatase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,119590,120861,,284,"DNA, RNA and nucleotide metabolism",exonuclease,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,120881,121264,,7143,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,121272,121817,,1080,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,121863,122069,,15858,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,122120,122827,,984,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,122838,123320,,2356,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,123380,124264,,1113,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,124357,124791,,9749,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,124797,125237,,6360,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,125338,126042,,9512,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,126047,127063,,249,"moron, auxiliary metabolic gene and host takeover",porphyrin biosynthesis,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,127050,127895,,7005,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,127957,128412,,7350,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,128418,128996,,7350,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,129035,129607,,10641,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,129604,130182,,10568,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,130175,130507,,9358,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,130634,130723,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,130793,131521,,1007,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,131536,132003,,1104,head and packaging,virion structural protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,132118,133194,,9186,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,133242,133811,,9719,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,133814,134347,,9011,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,134362,135120,,9671,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,135172,135423,,10429,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,1,804,,18431,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,776,1018,,21823,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,1099,1578,,17084,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,1568,2002,,17542,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,1995,2456,,17753,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,2456,2722,,22,"DNA, RNA and nucleotide metabolism",thioredoxin domain,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,2706,3044,,18081,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,3151,3333,,18681,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,3340,3531,,6414,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,3553,4062,,7296,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,4077,4622,,7296,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,4619,4927,,17786,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,5442,4924,,59,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,5490,5588,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,5641,5754,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,5774,5884,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,5920,6204,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,6261,6494,,18584,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,6491,6580,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,6597,6929,,17663,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,7037,7270,,5149,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,7263,7556,,16753,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,7556,7756,,17278,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,7768,8115,,4264,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,8187,8633,,7822,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,8644,8931,,18105,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,8992,9816,,16892,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,9949,10248,,18690,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,10553,10642,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,10649,10774,,27735,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,11397,11080,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,11621,11427,,17121,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,11781,11638,,34951,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,12008,11823,,16767,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,12555,11998,,16663,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,12713,12570,,17830,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,13096,12710,,26006,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,13728,13096,,121,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,13976,13812,,19990,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,14142,13987,,23978,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,14396,14139,,1666,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,14892,14398,,20947,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,15170,14892,,18615,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,15414,15214,,6406,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,15769,15458,,959,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,16129,15833,,2316,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,16395,16150,,17911,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,16995,16396,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,17192,16992,,21092,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,17392,17195,,20263,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,18139,17435,,559,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,18351,18187,,27701,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,18776,18381,,559,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,19025,18825,,18055,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,19277,19035,,18191,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,19499,19290,,18373,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,19713,19513,,17919,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,20019,19765,,6406,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,20254,20009,,6406,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,20492,20247,,6406,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,20713,20489,,10526,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,20958,20725,,10526,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,21206,20955,,10628,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,21451,21218,,17836,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,21700,21464,,10628,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,22133,21690,,17491,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,22528,22142,,17111,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,22863,22732,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,22850,23350,,51,head and packaging,terminase small subunit,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,23353,25251,,3639,tail,minor tail protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,25264,26703,,18602,head and packaging,virion structural protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,26709,27065,,1009,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,27062,27346,,297,lysis,holin,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,27346,28293,,5115,"moron, auxiliary metabolic gene and host takeover",ferredoxin,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,28362,29705,,3717,head and packaging,terminase large subunit,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,29738,31387,,64,head and packaging,portal protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,31394,32179,,8089,head and packaging,head morphogenesis,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,32248,32889,,172,head and packaging,head scaffolding protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,32920,33825,,544,head and packaging,major head protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,33891,34088,,17541,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,34102,34980,,18435,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,35058,35417,,132,connector,head-tail adaptor,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,35414,35830,,16721,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,35766,36194,,17081,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,36194,36613,,176,connector,tail terminator,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,36637,37347,,41,tail,major tail protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,37448,37735,,18667,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,37798,38541,,17465,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,38541,41453,,1533,tail,tail length tape measure protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,41457,43547,,202,tail,distal tail protein Dit,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,43559,46348,,17797,tail,tail protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,46559,46395,,7571,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,46959,46588,,17281,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,47149,46949,,18550,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,47869,47162,,6883,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,47995,47906,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,48634,48116,,17927,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,48831,48631,,17662,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,49273,49175,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,49560,49333,,18039,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,49856,49719,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,49839,50342,,59,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,50398,50781,,6154,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,50845,51582,,50,"DNA, RNA and nucleotide metabolism",DnaC-like helicase loader,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,51583,52911,,19,"DNA, RNA and nucleotide metabolism",DnaB-like replicative helicase,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,52988,53953,,47,"DNA, RNA and nucleotide metabolism",DNA primase,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,53947,54402,,17905,other,methyltransferase,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,54383,56650,,12241,"DNA, RNA and nucleotide metabolism",DNA polymerase,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,56706,57317,,59,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,57348,58343,,1706,"DNA, RNA and nucleotide metabolism",CRISPR/Cas system associated,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,58340,58852,,159,"DNA, RNA and nucleotide metabolism",RuvC-like Holliday junction resolvase,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,58854,59402,,139,other,deoxynucleoside monophosphate kinase,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,59380,59745,,517,"DNA, RNA and nucleotide metabolism",HTH DNA binding protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,59705,60115,,18507,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,60208,60900,,18628,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,60916,61140,,17749,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,61097,61369,,19802,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,61444,61722,,17709,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,61744,62766,,249,"moron, auxiliary metabolic gene and host takeover",porphyrin biosynthesis,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,62785,63696,,7005,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,63697,63963,,18040,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,63956,64636,,17535,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,64640,64873,,18570,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX126919.1,,64914,65075,,17097,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
