accession,name,site_start,site_end,gap_bp,left_gene,left_category,left_phrog_category,right_gene,right_category,right_phrog_category,dist_to_lysis_bp,insertion_score,rationale
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",122069,122120,51,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,4891,60.0,minimal gap (51 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",40352,42084,1732,hypothetical protein,permissive,unknown function,virion structural protein,essential,head and packaging,3481,58.0,comfortable gap (1732 bp ≥ 1000) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",419,822,403,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,44079,50.0,minimal gap (403 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",691,1023,332,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,43842,50.0,minimal gap (332 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",1616,1704,88,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,43039,50.0,minimal gap (88 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",2253,2311,58,hypothetical protein,permissive,unknown function,Mom-like DNA modification protein,permissive,other,42417,50.0,minimal gap (58 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",3130,3283,153,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,41493,50.0,minimal gap (153 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",3161,3312,151,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,41463,50.0,minimal gap (151 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",3656,3832,176,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,40955,50.0,minimal gap (176 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",4508,4619,111,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,40136,50.0,minimal gap (111 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",4897,5237,340,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,39632,50.0,minimal gap (340 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",5410,5538,128,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,39225,50.0,minimal gap (128 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",6129,6283,154,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,38493,50.0,minimal gap (154 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",6555,6721,166,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,38061,50.0,minimal gap (166 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",6849,6920,71,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,37815,50.0,minimal gap (71 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",7066,7269,203,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,37532,50.0,minimal gap (203 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",7538,7651,113,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,37105,50.0,minimal gap (113 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",8575,8643,68,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,36090,50.0,minimal gap (68 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",11016,11169,153,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,33607,50.0,minimal gap (153 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",12744,12823,79,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,31916,50.0,minimal gap (79 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",13155,13255,100,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,31494,50.0,minimal gap (100 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",13551,13616,65,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,31116,50.0,minimal gap (65 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",16533,17014,481,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,27926,50.0,minimal gap (481 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",16730,17207,477,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,27731,50.0,minimal gap (477 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",17088,17485,397,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,27413,50.0,minimal gap (397 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",28314,28794,480,hypothetical protein,permissive,unknown function,transcriptional regulator,permissive,transcription regulation,16145,50.0,minimal gap (480 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",31131,31547,416,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,13360,50.0,minimal gap (416 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",31708,31832,124,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,12929,50.0,minimal gap (124 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",31716,31927,211,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,12878,50.0,minimal gap (211 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",33643,34142,499,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,10807,50.0,minimal gap (499 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",36800,37053,253,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,7773,50.0,minimal gap (253 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",36961,37141,180,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,7648,50.0,minimal gap (180 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",37233,37606,373,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,7280,50.0,minimal gap (373 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",38382,38767,385,hypothetical protein,permissive,unknown function,membrane protein,permissive,"moron, auxiliary metabolic gene and host takeover",6125,50.0,minimal gap (385 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",95181,95239,58,hypothetical protein,permissive,unknown function,NrdA-like aerobic NDP reductase large subunit,permissive,"moron, auxiliary metabolic gene and host takeover",21993,50.0,minimal gap (58 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",97418,97553,135,NrdA-like aerobic NDP reductase large subunit,permissive,"moron, auxiliary metabolic gene and host takeover",hypothetical protein,permissive,unknown function,19718,50.0,minimal gap (135 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",99403,99538,135,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,17733,50.0,minimal gap (135 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",104157,104244,87,nicotinamide phosphoribosyl transferase,permissive,other,hypothetical protein,permissive,unknown function,13003,50.0,minimal gap (87 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",106712,106806,94,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,10444,50.0,minimal gap (94 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",123320,123380,60,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,6147,50.0,minimal gap (60 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",124264,124357,93,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,7107,50.0,minimal gap (93 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",125237,125338,101,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,8084,50.0,minimal gap (101 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",127895,127957,62,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,10723,50.0,minimal gap (62 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",130507,130634,127,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,13367,50.0,minimal gap (127 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",130723,130793,70,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,13555,50.0,minimal gap (70 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",135120,135172,52,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,17943,50.0,minimal gap (52 bp) · neither flank essential · far from lysis cluster · both flanks permissive
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",23419,24796,1377,hypothetical protein,permissive,unknown function,RNA ligase,essential,"DNA, RNA and nucleotide metabolism",20592,48.0,comfortable gap (1377 bp ≥ 1000) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",26040,27567,1527,hypothetical protein,permissive,unknown function,tRNA splicing ligase,essential,"DNA, RNA and nucleotide metabolism",17896,48.0,comfortable gap (1527 bp ≥ 1000) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",26356,27885,1529,tRNA splicing ligase,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,17579,48.0,comfortable gap (1529 bp ≥ 1000) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",28552,30415,1863,transcriptional regulator,permissive,transcription regulation,RNA-binding protein,essential,"DNA, RNA and nucleotide metabolism",15216,48.0,comfortable gap (1863 bp ≥ 1000) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",28895,30990,2095,RNA-binding protein,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,14757,48.0,comfortable gap (2095 bp ≥ 1000) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",46536,46619,83,hypothetical protein,permissive,unknown function,portal protein,essential,head and packaging,1878,48.0,minimal gap (83 bp) · one flank essential (acceptable) · near lysis cluster (1878 bp) · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",118111,118219,108,structural protein with Ig domain,essential,head and packaging,hypothetical protein,permissive,unknown function,962,48.0,minimal gap (108 bp) · one flank essential (acceptable) · near lysis cluster (962 bp) · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",20776,21608,832,hypothetical protein,permissive,unknown function,tail fiber protein,essential,tail,23507,38.0,tight gap (832 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",21411,22017,606,tail fiber protein,essential,tail,hypothetical protein,permissive,unknown function,22985,38.0,tight gap (606 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",24810,25534,724,tRNA amidotransferase,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,19527,38.0,tight gap (724 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",40072,40462,390,hypothetical protein,permissive,unknown function,terminase large subunit,essential,head and packaging,4432,38.0,minimal gap (390 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",114571,114641,70,single strand DNA binding protein,essential,"DNA, RNA and nucleotide metabolism",UvsX-like recombinase,permissive,other,2597,38.0,minimal gap (70 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",119531,119590,59,exopolyphosphatase,permissive,other,exonuclease,essential,"DNA, RNA and nucleotide metabolism",2357,38.0,minimal gap (59 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",50330,50500,170,hypothetical protein,permissive,unknown function,major head protein,essential,head and packaging,5716,28.0,minimal gap (170 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",51906,51988,82,major head protein,essential,head and packaging,hypothetical protein,permissive,unknown function,7248,28.0,minimal gap (82 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",54062,54113,51,virion structural protein,essential,head and packaging,hypothetical protein,permissive,unknown function,9388,28.0,minimal gap (51 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",74711,74845,134,virion structural protein,essential,head and packaging,hypothetical protein,permissive,unknown function,30079,28.0,minimal gap (134 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",80321,80422,101,hypothetical protein,permissive,unknown function,DNA helicase,essential,"DNA, RNA and nucleotide metabolism",35672,28.0,minimal gap (101 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",95028,95092,64,ribonucleotide reductase large subunit,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,22143,28.0,minimal gap (64 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",95631,95841,210,NrdA-like aerobic NDP reductase large subunit,permissive,"moron, auxiliary metabolic gene and host takeover",homing endonuclease,essential,"DNA, RNA and nucleotide metabolism",21467,28.0,minimal gap (210 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",96572,96888,316,homing endonuclease,essential,"DNA, RNA and nucleotide metabolism",NrdA-like aerobic NDP reductase large subunit,permissive,"moron, auxiliary metabolic gene and host takeover",20473,28.0,minimal gap (316 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",97422,97624,202,hypothetical protein,permissive,unknown function,ribonucleoside diphosphate reductase small subunit,essential,"DNA, RNA and nucleotide metabolism",19680,28.0,minimal gap (202 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",99738,99822,84,hypothetical protein,permissive,unknown function,thioredoxin domain,essential,"DNA, RNA and nucleotide metabolism",17423,28.0,minimal gap (84 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",109433,109557,124,endonuclease VII,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,7708,28.0,minimal gap (124 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",109459,109659,200,hypothetical protein,permissive,unknown function,DNA polymerase,essential,"DNA, RNA and nucleotide metabolism",7644,28.0,minimal gap (200 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",132003,132118,115,virion structural protein,essential,head and packaging,hypothetical protein,permissive,unknown function,14857,28.0,minimal gap (115 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",23855,25346,1491,RNA ligase,essential,"DNA, RNA and nucleotide metabolism",tRNA amidotransferase,essential,"DNA, RNA and nucleotide metabolism",20099,25.0,comfortable gap (1491 bp ≥ 1000) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",48548,48671,123,portal protein,essential,head and packaging,head maturation protease,essential,head and packaging,3910,15.0,minimal gap (123 bp) · ⚠ both flanks essential · within 5 kb of lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",57543,57611,68,tail sheath,essential,tail,virion structural protein,essential,head and packaging,12878,5.0,minimal gap (68 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",58033,58185,152,virion structural protein,essential,head and packaging,tail assembly chaperone,essential,tail,13410,5.0,minimal gap (152 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",58628,58684,56,tail assembly chaperone,essential,tail,RNA polymerase beta subunit,essential,"DNA, RNA and nucleotide metabolism",13957,5.0,minimal gap (56 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",59289,59432,143,RNA polymerase beta subunit,essential,"DNA, RNA and nucleotide metabolism",tail associated lysin,essential,tail,14661,5.0,minimal gap (143 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",74073,74190,117,virion structural protein,essential,head and packaging,virion structural protein,essential,head and packaging,29432,5.0,minimal gap (117 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",87642,87737,95,SbcD-like subunit of palindrome specific endonuclease,essential,"DNA, RNA and nucleotide metabolism",SbcC-like subunit of palindrome specific endonuclease,essential,"DNA, RNA and nucleotide metabolism",29514,5.0,minimal gap (95 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",91291,91386,95,DNA primase,essential,"DNA, RNA and nucleotide metabolism",dUTPase,essential,"DNA, RNA and nucleotide metabolism",25865,5.0,minimal gap (95 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",93564,93661,97,RusA-like Holliday junction resolvase,essential,"DNA, RNA and nucleotide metabolism",ribonucleotide reductase large subunit,essential,"DNA, RNA and nucleotide metabolism",23591,5.0,minimal gap (97 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",107901,107984,83,DNA binding protein,essential,"DNA, RNA and nucleotide metabolism",DNA polymerase,essential,"DNA, RNA and nucleotide metabolism",9261,5.0,minimal gap (83 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",108820,108936,116,DNA polymerase,essential,"DNA, RNA and nucleotide metabolism",endonuclease VII,essential,"DNA, RNA and nucleotide metabolism",8325,5.0,minimal gap (116 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",111149,111282,133,DNA polymerase,essential,"DNA, RNA and nucleotide metabolism",HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",5988,5.0,minimal gap (133 bp) · ⚠ both flanks essential · far from lysis cluster
MN939539.1,"Listeria phage vB_Lino_VEfB7, complete genome",111971,112155,184,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",DNA polymerase,essential,"DNA, RNA and nucleotide metabolism",5140,5.0,minimal gap (184 bp) · ⚠ both flanks essential · far from lysis cluster
JX126919.1,"Listeria phage LP-110, complete genome",12710,13728,1018,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,13985,70.0,comfortable gap (1018 bp ≥ 1000) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",10774,11397,623,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,16119,60.0,tight gap (623 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",11080,11621,541,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,15854,60.0,tight gap (541 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",11823,12555,732,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,15015,60.0,tight gap (732 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",11998,12713,715,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,14849,60.0,tight gap (715 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",12570,13096,526,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,14371,60.0,tight gap (526 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",13096,13976,880,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,13668,60.0,tight gap (880 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",14139,14892,753,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,12689,60.0,tight gap (753 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",14398,15170,772,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,12420,60.0,tight gap (772 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",14892,15414,522,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,12051,60.0,tight gap (522 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",15833,16395,562,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,11090,60.0,tight gap (562 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",16150,16995,845,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,10632,60.0,tight gap (845 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",16396,17192,796,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,10410,60.0,tight gap (796 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",19513,20019,506,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,7438,60.0,tight gap (506 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",21464,22133,669,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,5406,60.0,tight gap (669 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",21690,22528,838,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,5095,60.0,tight gap (838 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",46395,46959,564,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,19473,60.0,tight gap (564 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",46588,47149,561,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,19664,60.0,tight gap (561 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",46949,47869,920,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,20205,60.0,tight gap (920 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",47162,47995,833,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,20374,60.0,tight gap (833 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",47906,48634,728,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,21066,60.0,tight gap (728 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",48116,48831,715,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,21269,60.0,tight gap (715 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",48631,49273,642,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,21748,60.0,tight gap (642 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",49719,50398,679,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,22854,60.0,tight gap (679 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",1018,1099,81,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,26146,50.0,minimal gap (81 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",3044,3151,107,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,24107,50.0,minimal gap (107 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",5588,5641,53,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,21590,50.0,minimal gap (53 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",6204,6261,57,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,20972,50.0,minimal gap (57 bp) · neither flank essential · far from lysis cluster · both flanks permissive
