accession,name,site_start,site_end,gap_bp,left_gene,left_category,right_gene,right_category,dist_to_lysis_bp,insertion_score,rationale
KJ094021.1,"Listeria phage LP-114, complete genome",49678,49999,321,hypothetical protein,permissive,terminase small subunit,essential,4515.0,38.0,minimal gap (321 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
KJ094021.1,"Listeria phage LP-114, complete genome",59329,59397,68,capsid morphogenesis protein,essential,DUF4355 domain-containing protein,other,4394.0,30.0,minimal gap (68 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster
KJ094021.1,"Listeria phage LP-114, complete genome",60975,61040,65,major capsid protein,essential,hypothetical protein,permissive,6038.0,28.0,minimal gap (65 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
KJ094021.1,"Listeria phage LP-114, complete genome",64497,64576,79,major tail protein,essential,hypothetical protein,permissive,9567.0,28.0,minimal gap (79 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
KJ094021.1,"Listeria phage LP-114, complete genome",14002,14078,76,putative DNA helicase,essential,DNA primase,essential,6969.0,5.0,minimal gap (76 bp) · ⚠ both flanks essential · far from lysis cluster
MN114083.1,"Listeria phage LP-013, complete genome",20944,22038,1094,hypothetical protein,permissive,HNH homing endonuclease,permissive,43011.0,70.0,comfortable gap (1094 bp ≥ 1000) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",43247,44063,816,hypothetical protein,permissive,hypothetical protein,permissive,20847.0,60.0,tight gap (816 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",48752,49392,640,hypothetical protein,permissive,hypothetical protein,permissive,15430.0,60.0,tight gap (640 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",59827,60148,321,hypothetical protein,permissive,hypothetical protein,permissive,4515.0,60.0,minimal gap (321 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",3818,3868,50,hypothetical protein,permissive,hypothetical protein,permissive,60659.0,50.0,minimal gap (50 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",5464,5529,65,hypothetical protein,permissive,hypothetical protein,permissive,59006.0,50.0,minimal gap (65 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",6619,6696,77,hypothetical protein,permissive,hypothetical protein,permissive,57845.0,50.0,minimal gap (77 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",8986,9086,100,hypothetical protein,permissive,hypothetical protein,permissive,55466.0,50.0,minimal gap (100 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",9374,9436,62,hypothetical protein,permissive,hypothetical protein,permissive,55097.0,50.0,minimal gap (62 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",19529,19775,246,hypothetical protein,permissive,hypothetical protein,permissive,44850.0,50.0,minimal gap (246 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",22542,22597,55,HNH homing endonuclease,permissive,hypothetical protein,permissive,41933.0,50.0,minimal gap (55 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",25111,25187,76,hypothetical protein,permissive,hypothetical protein,permissive,39353.0,50.0,minimal gap (76 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",31602,31904,302,hypothetical protein,permissive,hypothetical protein,permissive,32749.0,50.0,minimal gap (302 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",33340,33643,303,hypothetical protein,permissive,hypothetical protein,permissive,31011.0,50.0,minimal gap (303 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",37275,37335,60,hypothetical protein,permissive,hypothetical protein,permissive,27197.0,50.0,minimal gap (60 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",38338,38418,80,hypothetical protein,permissive,hypothetical protein,permissive,26124.0,50.0,minimal gap (80 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",40364,40432,68,hypothetical protein,permissive,hypothetical protein,permissive,24104.0,50.0,minimal gap (68 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",44732,44839,107,hypothetical protein,permissive,hypothetical protein,permissive,19717.0,50.0,minimal gap (107 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",45918,45989,71,hypothetical protein,permissive,hypothetical protein,permissive,18549.0,50.0,minimal gap (71 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",46734,46794,60,hypothetical protein,permissive,hypothetical protein,permissive,17738.0,50.0,minimal gap (60 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",47625,47757,132,hypothetical protein,permissive,hypothetical protein,permissive,16811.0,50.0,minimal gap (132 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",48236,48626,390,hypothetical protein,permissive,hypothetical protein,permissive,16071.0,50.0,minimal gap (390 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",49587,49788,201,hypothetical protein,permissive,hypothetical protein,permissive,14815.0,50.0,minimal gap (201 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",53661,53724,63,hypothetical protein,permissive,hypothetical protein,permissive,10810.0,50.0,minimal gap (63 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",54287,54380,93,hypothetical protein,permissive,hypothetical protein,permissive,10169.0,50.0,minimal gap (93 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN114083.1,"Listeria phage LP-013, complete genome",32315,32407,92,hypothetical protein,permissive,PE-PGRS virulence associated protein,other,32141.0,43.0,minimal gap (92 bp) · neither flank essential · far from lysis cluster · one permissive flank
MN114083.1,"Listeria phage LP-013, complete genome",55142,55212,70,hypothetical protein,permissive,DNA modification protein,other,9325.0,43.0,minimal gap (70 bp) · neither flank essential · far from lysis cluster · one permissive flank
MN114083.1,"Listeria phage LP-013, complete genome",28850,28905,55,DNA polymerase I,essential,hypothetical protein,permissive,35625.0,28.0,minimal gap (55 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
